benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256
cholesky,gpt-5.2-codex,hybrid,2,625100.0,33200.0,448000.0,572.4110000000001,582.69,474,217,"",5,"",true,911.686;990.545;902.643;928.25;913.87,913.87,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_hybrid_r2,658300.0,8.886554010212421;9.037520473822951;8.889978596009314;8.98743081651628;8.890989245846868,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,hybrid,3,297700.0,25600.0,237600.0,414.016,431.26,419,215,"",5,"",true,10298.171;10753.744;10379.158;10511.876;10499.41,10499.41,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_hybrid_r3,323300.0,18.308960476890206;18.762616714462638;18.369944313541055;18.5213701184839;18.5140049001202,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,hybrid,4,277800.0,25400.0,226000.0,395.0,480.76,303,99,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_hybrid_r4,303200.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,hybrid,5,971700.0,33500.0,886700.0,644.0,815.38,424,136,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_hybrid_r5,1005200.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,mpi,1,278900.0,21300.0,226200.0,288.123,300.93,248,96,"",5,"",true,1176.0;1161.0;1166.0;1186.0;1189.0,1176.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_mpi_r1,300200.0,56.51180537883192;56.8146407417953;57.012661376036704;56.76350715290755;57.06324801687151,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,mpi,2,388700.0,23300.0,338200.0,349.045,363.28,202,86,"",5,"",true,704.0;689.0;703.0;692.0;692.0,692.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_mpi_r2,412000.0,56.61220220569521;56.28173687495291;56.26845547091216;56.31205087155104;56.26221859548241,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,mpi,3,375300.0,21200.0,299100.0,323.409,339.71,231,97,"",5,"",true,702.0;702.0;702.0;700.0;704.0,702.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_mpi_r3,396500.0,56.21055821329355;56.25928180105984;56.35879533737898;56.711319575086236;56.20790596306324,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,mpi,4,360700.0,13500.0,305900.0,227.0,291.02,226,89,"",5,"",true,1187.642;1167.528;1170.524;1163.903;1168.294,1168.294,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_mpi_r4,374200.0,56.86023107171059;56.759646110236645;57.11182466056198;56.710107260383666;56.71075799688697,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,mpi,5,345100.0,15900.0,278400.0,242.0,344.32,203,82,"",5,"",true,1176.0;1169.0;1161.0;1157.0;1153.0,1161.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_mpi_r5,361000.0,56.66490268521011;56.9163475940004;56.56216964870691;56.815894342027605;56.91352571360767,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,omp,1,492800.0,22200.0,433700.0,362.674,383.14,52,42,"",5,"",true,7237.0;7196.0;7202.0;7745.0;7149.0,7202.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_omp_r1,515000.0,9.743317135609686;9.692202736623585;9.69298601988703;10.23949405644089;9.637713262811303,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,omp,2,277800.0,13700.0,226900.0,226.942,239.08,38,27,"",5,"",true,635.0;644.0;630.0;626.0;633.0,633.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_omp_r2,291500.0,3.075163846835494;3.075103367678821;3.0752261904999614;3.0758973183110356;3.075134163722396,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,omp,3,603400.0,27600.0,533800.0,487.132,501.35,88,58,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_omp_r3,631000.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,omp,4,409700.0,19000.0,365400.0,337.0,385.47,14,3,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_omp_r4,428700.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2-codex,omp,5,179900.0,11700.0,146300.0,219.0,261.36,68,26,"",3,Internal validation FAILED.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2-codex_omp_r5,191600.0,,
cholesky,gpt-5.2,cuda,1,456600.0,14400.0,387500.0,222.096,420.71,237,40,cublas;cusolver,5,"",true,60.0;60.0;61.0;60.0;60.0,60.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_cuda_r1,471000.0,4.176893817260861;4.177013953216374;4.177071780897677;4.126475716009736;4.177170917391777,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,cuda,2,805800.0,26100.0,742400.0,490.485,565.1,299,52,"",5,"",true,22.0;22.0;22.0;22.0;22.0,22.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_cuda_r2,831900.0,3.9764958946034312;4.0266411527991295;3.9767837300896645;3.9757804721593857;4.026396247558296,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,cuda,3,779400.0,28200.0,644400.0,488.185,641.19,282,73,"",5,"",true,55.157;55.139;55.188;55.145;55.161,55.157,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_cuda_r3,807600.0,4.076455359347165;4.0268210824579;4.0766396364197135;4.0771962739527225;4.027058302424848,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,cuda,4,604100.0,18700.0,533100.0,328.0,528.58,167,58,cublas;cusolver,5,"",true,53.0;53.0;54.0;53.0;53.0,53.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_cuda_r4,622800.0,4.226413866505027;4.2270165011286736;4.226934508420527;4.176783487200737;4.227113683708012,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,cuda,5,1100000.0,21300.0,1000000.0,408.0,597.29,367,84,"",5,"",true,24.0;24.0;24.0;24.0;24.0,24.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_cuda_r5,1121300.0,4.027351167984307;4.026413576677442;4.026620543561876;4.026372921653092;4.026396139524877,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,hybrid,1,1200000.0,41300.0,1100000.0,724.001,768.51,601,241,cublas;cusolver,5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_hybrid_r1,1241300.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,hybrid,2,1500000.0,45600.0,1300000.0,829.819,966.22,116,79,"",5,"",true,237.0;232.0;237.0;233.0;236.0,236.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_hybrid_r2,1545600.0,31.83716317359358;31.98778586089611;31.887461483478546;31.887381712906063;31.88769226986915,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,hybrid,3,654000.0,28800.0,621700.0,545.756,568.74,473,153,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_hybrid_r3,682800.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,hybrid,4,631100.0,31600.0,552700.0,500.0,616.22,453,137,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_hybrid_r4,662700.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,hybrid,5,791300.0,37000.0,697200.0,617.0,932.33,588,166,"",5,"",true,238.0;236.0;254.0;239.0;236.0,238.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_hybrid_r5,828300.0,8.64244872611016;8.692974589765072;8.644315608777106;8.7429108787328;8.642840886488557,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,mpi,1,496600.0,14500.0,440100.0,258.09,279.76,222,103,"",5,"",true,757.0;754.0;761.0;755.0;764.0,757.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_mpi_r1,511100.0,56.10492400173098;56.256685198284686;56.25872964318842;56.309667280875146;56.356968828476965,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,mpi,2,1100000.0,26100.0,960600.0,453.502,503.2,29,20,"",5,"",true,322.0;325.0;337.0;322.0;324.0,324.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_mpi_r2,1126100.0,56.109054043889046;56.268927867524326;56.06223192624748;55.8132904721424;56.012761399149895,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,mpi,3,343500.0,21400.0,275500.0,357.76,383.8,264,99,"",5,"",true,751.0;760.0;765.0;749.0;751.0,751.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_mpi_r3,364900.0,56.46304805576801;56.36311480216682;56.76409675832838;56.56444315239787;56.563609949313104,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,mpi,4,463300.0,25700.0,397200.0,430.0,562.26,380,114,"",5,"",true,193.0;196.0;193.0;194.0;191.0,193.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_mpi_r4,489000.0,55.810374135151505;55.76070904266089;55.911121658049524;55.713486357592046;55.91455400176346,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,mpi,5,415000.0,20300.0,357400.0,363.0,482.26,15,3,"",5,"",true,1093.0;1117.0;1108.0;1113.0;1120.0,1113.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_mpi_r5,435300.0,56.562464917078614;56.81425795145333;56.71625175513327;56.713434759527445;56.91275253333151,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,omp,1,444300.0,16000.0,424300.0,308.182,327.78,104,72,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_omp_r1,460300.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,omp,2,259399.99999999997,9700.0,226900.0,182.048,196.96,120,56,"",5,"",true,285.0;253.0;258.0;266.0;280.0,266.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_omp_r2,269100.0,2.325367718935013;2.2745359232649207;2.275697679258883;2.325207557529211;2.3258212646469474,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,omp,3,318500.0,13700.0,274200.0,251.965,277.21,86,44,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_omp_r3,332200.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,omp,4,277500.0,12200.0,259600.00000000003,226.0,275.7,71,31,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_omp_r4,289700.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.2,omp,5,256399.99999999997,10000.0,241400.0,164.0,235.4,115,26,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/cholesky_gpt-5.2_omp_r5,266400.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,cuda,1,,,,,135.82,65,34,"",5,"",true,733.0;688.0;737.0;719.0;701.0,719.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_cuda_r1,31882.0,4.12669600173831;4.127601192332804;4.126924138516188;4.126274907030165;4.1265168795362115,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,cuda,2,,,,,130.4,40,2,"",5,"",true,773.0;778.0;777.0;775.0;778.0,777.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_cuda_r2,38267.0,4.176721202209592;4.17662700638175;4.177361108362675;4.1774902530014515;4.1767509412020445,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,cuda,3,,,,,160.7,59,32,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_cuda_r3,35920.0,,
cholesky,gpt-5.6-luna-low,cuda,4,,,,,81.04,67,34,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_cuda_r4,28075.0,,
cholesky,gpt-5.6-luna-low,cuda,5,,,,,146.5,82,33,"",2,Error during validation run: exit code 1. See validation_out_*.log.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_cuda_r5,28865.0,,
cholesky,gpt-5.6-luna-low,hybrid,1,,,,,139.92,69,191,"",2,Error during validation run: exit code 134. See validation_out_*.log.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_hybrid_r1,31700.0,,
cholesky,gpt-5.6-luna-low,hybrid,2,,,,,271.28,88,197,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_hybrid_r2,54377.0,,
cholesky,gpt-5.6-luna-low,hybrid,3,,,,,212.39,93,191,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_hybrid_r3,51730.0,,
cholesky,gpt-5.6-luna-low,hybrid,4,,,,,217.18,73,192,"",4,Output comparison FAILED: Non-numeric value mismatch for object CholeskyL: 'Sum: 1.20077065298697362e+04' vs 'Sum: -nan',,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_hybrid_r4,50575.0,,
cholesky,gpt-5.6-luna-low,hybrid,5,,,,,306.76,61,200,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_hybrid_r5,70227.0,,
cholesky,gpt-5.6-luna-low,mpi,1,,,,,126.5,96,176,"",5,"",true,1844.0;1842.0;1837.0;1843.0;1849.0,1843.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r1,24588.0,57.81494985148311;57.21268901973963;57.163302632048726;57.6649809749797;57.76314590964466,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,mpi,2,,,,,177.57,90,55,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r2,36217.0,,
cholesky,gpt-5.6-luna-low,mpi,3,,,,,222.83,87,175,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r3,41977.0,,
cholesky,gpt-5.6-luna-low,mpi,4,,,,,118.67,56,51,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r4,47199.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,mpi,5,,,,,220.55,71,192,"",3,Internal validation FAILED.,,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_mpi_r5,45857.0,,
cholesky,gpt-5.6-luna-low,omp,1,,,,,141.49,43,25,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_omp_r1,51204.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,omp,2,,,,,131.65,15,22,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_omp_r2,29958.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,omp,3,,,,,83.38,44,25,"",5,"",true,515.0;517.0;510.0;506.0;515.0,515.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_omp_r3,27169.0,2.974722911603749;2.9757130732759833;2.9755404675379395;2.9284419817849994;2.974911422468722,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,omp,4,,,,,95.15,37,24,"",5,"",true,415.0;404.0;396.0;397.0;403.0,403.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_omp_r4,24137.0,2.874538187868893;2.8271601106971502;2.824456331320107;2.8240556996315718;2.8273399975150824,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-low,omp,5,,,,,74.57,57,28,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-low_omp_r5,37447.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,cuda,1,,,,,485.57,133,36,"",5,"",true,779.0;778.0;774.0;773.0;781.0,778.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_cuda_r1,86980.0,4.176975339651108;4.177048810757697;4.177080252207816;4.176737506873906;4.177616254426539,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,cuda,2,,,,,261.6,126,35,"",5,"",true,597.0;587.0;568.0;587.0;585.0,587.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_cuda_r2,78641.0,3.9774047629907727;3.9755353443324566;3.9757413370534778;3.976143877953291;3.977083006873727,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,cuda,3,,,,,356.87,171,32,"",5,"",true,579.0;594.0;573.0;568.0;584.0,579.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_cuda_r3,72707.0,3.976919344626367;4.02616033796221;3.9755306588485837;3.977069264277816;3.9768844293430448,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,cuda,4,,,,,471.09,218,32,"",5,"",true,768.0;751.0;750.0;754.0;763.0,754.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_cuda_r4,94203.0,4.176205333322287;4.177511440590024;4.126721071079373;4.177551836706698;4.17748349905014,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,cuda,5,,,,,615.04,219,32,"",5,"",true,908.0;911.0;921.0;904.0;926.0,911.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_cuda_r5,105448.0,4.277908665128052;4.327085277996957;4.328271394595504;4.277327307499945;4.327238927595317,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,hybrid,1,,,,,229.38,204,152,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r1,53396.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,hybrid,2,,,,,274.4,203,171,"",5,"",true,1258.0;1284.0;1262.0;1295.0;1274.0,1274.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r2,62178.0,9.138162509538233;9.18891317397356;9.088186982087791;9.238762134686112;9.238232001662254,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,hybrid,3,,,,,405.54,196,177,"",5,"",true,601.0;570.0;615.0;567.0;564.0,570.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r3,76525.0,31.887297498062253;31.83778248447925;31.83713478408754;31.786472617648542;31.787542302161455,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,hybrid,4,,,,,572.71,273,173,"",5,"",true,2336.0;2243.0;2242.0;2245.0;2285.0,2245.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r4,98666.0,26.577750597149134;26.478003373369575;26.47704992350191;26.526762757450342;26.528146367520094,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,hybrid,5,,,,,326.9,101,192,"",5,"",true,463.0;424.0;415.0;466.0;516.0,463.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_hybrid_r5,74340.0,8.887629291974008;8.58771395124495;8.63753070216626;8.686991883441806;8.887990957126021,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,mpi,1,,,,,301.29,170,174,"",5,"",true,2588.0;2573.0;2584.0;2581.0;2579.0,2581.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r1,59271.0,58.16781826131046;58.26535671297461;58.31725144945085;58.56820387765765;58.21855750773102,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,mpi,2,,,,,236.65,184,166,"",5,"",true,1917.205;1951.177;1896.448;1903.342;1926.031,1917.205,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r2,40888.0,13.594506536610425;13.243797006085515;13.49557975307107;13.34349940996617;13.594522530212998,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,mpi,3,,,,,182.33,183,128,"",5,"",true,783.0;782.0;783.0;783.0;778.0,783.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r3,34852.0,56.51229554414749;56.36347310151905;56.21198276616633;56.5139050623402;56.3122465275228,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,mpi,4,,,,,243.43,177,167,"",5,"",true,406.0;401.0;399.0;406.0;404.0,404.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r4,63981.0,56.26337369531393;56.41633646655828;56.313028688542545;56.514245309866965;56.01349579356611,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,mpi,5,,,,,198.51,201,169,"",5,"",true,644.0;579.0;548.0;637.0;677.0,637.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_mpi_r5,48161.0,13.150964349508286;12.95027587749064;12.951273585669696;13.15191389247775;13.352655523456633,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,omp,1,,,,,110.51,48,21,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_omp_r1,24807.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,omp,2,,,,,150.35,101,26,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_omp_r2,56442.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,omp,3,,,,,140.09,127,30,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_omp_r3,31430.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,omp,4,,,,,134.47,81,27,"",5,"",false,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_omp_r4,48332.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-medium,omp,5,,,,,125.63,45,19,"",5,"",true,383.0;413.0;390.0;404.0;415.0,404.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-medium_omp_r5,40996.0,2.824445669539273;2.828438336029649;2.823896687477827;2.826526390388608;2.874071908183396,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-xhigh,cuda,1,,,,,552.31,164,38,cusolver,5,"",true,88.928;90.049;87.561;88.541;88.141,88.541,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-xhigh_cuda_r1,103349.0,4.176777514629066;4.227120593190193;4.227137676440179;4.176970685832202;4.176956880837679,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
cholesky,gpt-5.6-luna-xhigh,cuda,2,,,,,605.32,286,35,cublas,5,"",true,681.0;670.0;637.0;664.0;660.0,664.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/cholesky_gpt-5.6-luna-xhigh_cuda_r2,131552.0,4.176538472063839;4.176815175451338;4.126624317839742;4.177043456584215;4.177178990095854,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
