benchmark,par_type,rank,id,median_time,ratio_to_fastest,ratio_to_previous,gap_to_previous
cholesky,hybrid,3,cholesky_gpt-5.6-sol-xhigh_hybrid_r3,104.795,1.1148404255319149,1.0968474597559188,9.253
cholesky,hybrid,4,cholesky_gpt-5.6-sol-xhigh_hybrid_r4,148.0,1.574468085106383,1.4122811202824561,43.205
cholesky,hybrid,5,cholesky_claude-opus-4.6_hybrid_r4,153.0,1.627659574468085,1.0337837837837838,5.0
cholesky,hybrid,6,cholesky_gpt-5.6-sol-medium_hybrid_r3,158.0,1.6808510638297873,1.0326797385620916,5.0
cholesky,hybrid,7,cholesky_gpt-5.6-terra-xhigh_hybrid_r2,158.0,1.6808510638297873,1.0,0.0
cholesky,hybrid,8,cholesky_gpt-5.6-sol-xhigh_hybrid_r1,166.0,1.7659574468085106,1.0506329113924051,8.0
cholesky,hybrid,9,cholesky_gpt-5.6-terra-xhigh_hybrid_r5,168.0,1.7872340425531914,1.0120481927710843,2.0
cholesky,hybrid,10,cholesky_gpt-5.6-terra-xhigh_hybrid_r1,173.0,1.8404255319148937,1.0297619047619047,5.0
cholesky,hybrid,11,cholesky_gpt-5.6-terra-xhigh_hybrid_r3,183.0,1.946808510638298,1.0578034682080926,10.0
cholesky,hybrid,12,cholesky_gpt-5.6-terra-xhigh_hybrid_r4,183.378,1.9508297872340423,1.0020655737704918,0.3779999999999859
cholesky,hybrid,13,cholesky_gpt-5.6-terra-medium_hybrid_r2,185.685,1.975372340425532,1.0125805712789975,2.3070000000000164
cholesky,hybrid,14,cholesky_gpt-5.6-luna-xhigh_hybrid_r5,217.394,2.3127021276595747,1.1707676979831436,31.709000000000003
cholesky,hybrid,15,cholesky_gpt-5.6-luna-xhigh_hybrid_r3,224.0,2.382978723404255,1.0303872231984323,6.6059999999999945
cholesky,hybrid,16,cholesky_gpt-5.2_hybrid_r2,236.0,2.5106382978723403,1.0535714285714286,12.0
cholesky,hybrid,17,cholesky_gpt-5.2_hybrid_r5,238.0,2.5319148936170213,1.0084745762711864,2.0
cholesky,hybrid,18,cholesky_claude-opus-4.6_hybrid_r5,239.0,2.5425531914893615,1.004201680672269,1.0
cholesky,hybrid,19,cholesky_gpt-5.6-sol-medium_hybrid_r2,277.0,2.9468085106382977,1.1589958158995817,38.0
cholesky,hybrid,20,cholesky_gpt-5.6-luna-xhigh_hybrid_r4,288.0,3.0638297872340425,1.03971119133574,11.0
cholesky,hybrid,21,cholesky_gpt-5.6-luna-xhigh_hybrid_r2,322.0,3.425531914893617,1.1180555555555556,34.0
cholesky,hybrid,22,cholesky_gpt-5.6-sol-medium_hybrid_r5,395.0,4.202127659574468,1.2267080745341614,73.0
cholesky,hybrid,23,cholesky_gpt-5.6-luna-medium_hybrid_r5,463.0,4.925531914893617,1.1721518987341772,68.0
cholesky,hybrid,24,cholesky_gpt-5.6-sol-low_hybrid_r4,507.848,5.402638297872341,1.0968639308855292,44.84800000000001
cholesky,hybrid,25,cholesky_gpt-5.6-sol-medium_hybrid_r1,540.0,5.74468085106383,1.0633102818166065,32.15199999999999
cholesky,hybrid,26,cholesky_gpt-5.6-luna-medium_hybrid_r3,567.0,6.031914893617022,1.05,27.0
cholesky,hybrid,27,cholesky_gpt-5.6-sol-medium_hybrid_r4,658.0,7.0,1.1604938271604939,91.0
cholesky,hybrid,28,cholesky_gpt-5.6-sol-low_hybrid_r3,762.0,8.106382978723405,1.1580547112462005,104.0
cholesky,hybrid,29,cholesky_claude-opus-4.6_hybrid_r2,825.0,8.77659574468085,1.0826771653543308,63.0
cholesky,hybrid,30,cholesky_gpt-5.2-codex_hybrid_r2,913.87,9.722021276595745,1.107721212121212,88.87
cholesky,hybrid,31,cholesky_claude-haiku-4.5_hybrid_r4,1186.0,12.617021276595745,1.2977775832448817,272.13
cholesky,hybrid,32,cholesky_qwen3.7-plus_hybrid_r1,1243.0,13.22340425531915,1.048060708263069,57.0
cholesky,hybrid,33,cholesky_gpt-5.6-luna-medium_hybrid_r2,1274.0,13.553191489361701,1.0249396621078037,31.0
cholesky,hybrid,34,cholesky_claude-opus-4.6_hybrid_r1,1278.0,13.595744680851064,1.0031397174254317,4.0
cholesky,hybrid,35,cholesky_gpt-5.6-sol-low_hybrid_r2,1399.0,14.882978723404255,1.094679186228482,121.0
cholesky,hybrid,36,cholesky_claude-sonnet-4.5_hybrid_r1,1546.0,16.4468085106383,1.1050750536097211,147.0
cholesky,hybrid,37,cholesky_gpt-5.6-luna-medium_hybrid_r4,2245.0,23.882978723404257,1.4521345407503234,699.0
cholesky,hybrid,38,cholesky_gpt-5.6-terra-medium_hybrid_r1,3446.0,36.659574468085104,1.534966592427617,1201.0
cholesky,hybrid,39,cholesky_claude-haiku-4.5_hybrid_r2,6433.0,68.43617021276596,1.86680208937899,2987.0
cholesky,hybrid,40,cholesky_gpt-5.2-codex_hybrid_r3,10499.41,111.69585106382979,1.6321172081454998,4066.41
cholesky,mpi,1,cholesky_gpt-5.6-sol-xhigh_mpi_r5,55.919,1.0,,
cholesky,mpi,2,cholesky_qwen-3.6-27B-udq4_mpi_r4,58.0,1.0372145424632058,1.0372145424632058,2.081000000000003
cholesky,mpi,3,cholesky_gpt-5.6-luna-xhigh_mpi_r3,140.0,2.503621309393945,2.413793103448276,82.0
cholesky,mpi,4,cholesky_gpt-5.6-terra-xhigh_mpi_r5,166.0,2.9685795525671064,1.1857142857142857,26.0
cholesky,mpi,5,cholesky_gpt-5.6-terra-xhigh_mpi_r4,169.0,3.022228580625548,1.0180722891566265,3.0
cholesky,mpi,6,cholesky_claude-opus-4.6_mpi_r2,178.596,3.19383393837515,1.0567810650887575,9.596000000000004
cholesky,mpi,7,cholesky_gpt-5.6-terra-xhigh_mpi_r2,184.0,3.290473720917756,1.0302582364666621,5.403999999999996
cholesky,mpi,8,cholesky_gpt-5.6-terra-medium_mpi_r1,186.0,3.326239739623384,1.0108695652173914,2.0
cholesky,mpi,9,cholesky_gpt-5.6-sol-xhigh_mpi_r2,189.0,3.379888767681826,1.0161290322580645,3.0
cholesky,mpi,10,cholesky_gpt-5.2_mpi_r4,193.0,3.4514208050930812,1.0211640211640212,4.0
cholesky,mpi,11,cholesky_gpt-5.6-luna-xhigh_mpi_r4,206.0,3.6838999266796617,1.067357512953368,13.0
cholesky,mpi,12,cholesky_gpt-5.6-terra-xhigh_mpi_r3,206.0,3.6838999266796617,1.0,0.0
cholesky,mpi,13,cholesky_gpt-5.6-sol-medium_mpi_r4,227.0,4.059443123088753,1.1019417475728155,21.0
cholesky,mpi,14,cholesky_gpt-5.6-luna-xhigh_mpi_r5,229.0,4.095209141794381,1.0088105726872247,2.0
cholesky,mpi,15,cholesky_gpt-5.6-sol-medium_mpi_r5,232.0,4.148858169852823,1.0131004366812226,3.0
cholesky,mpi,16,cholesky_gpt-5.6-terra-low_mpi_r5,241.0,4.309805254028148,1.0387931034482758,9.0
cholesky,mpi,17,cholesky_gpt-5.6-sol-medium_mpi_r2,242.533,4.337219907366012,1.0063609958506223,1.532999999999987
cholesky,mpi,18,cholesky_gpt-5.6-sol-medium_mpi_r1,256.0,4.578050394320356,1.0555264644398907,13.467000000000013
cholesky,mpi,19,cholesky_gpt-5.6-luna-xhigh_mpi_r2,257.0,4.59593340367317,1.00390625,1.0
cholesky,mpi,20,cholesky_gpt-5.6-sol-low_mpi_r1,282.0,5.043008637493518,1.0972762645914398,25.0
cholesky,mpi,21,cholesky_gpt-5.6-sol-low_mpi_r5,285.0,5.09665766555196,1.0106382978723405,3.0
cholesky,mpi,22,cholesky_gpt-5.6-terra-medium_mpi_r5,300.0,5.364902805844168,1.0526315789473684,15.0
cholesky,mpi,23,cholesky_gpt-5.6-terra-medium_mpi_r2,302.641,5.41213183354495,1.0088033333333335,2.6410000000000196
cholesky,mpi,24,cholesky_gpt-5.2_mpi_r2,324.0,5.794095030311701,1.070575368175495,21.35899999999998
cholesky,mpi,25,cholesky_gemini-3-pro-preview_mpi_r4,372.0,6.652479479246768,1.1481481481481481,48.0
cholesky,mpi,26,cholesky_gpt-5.6-sol-medium_mpi_r3,373.899,6.686439314007762,1.0051048387096775,1.899000000000001
cholesky,mpi,27,cholesky_gemini-3-pro-preview_mpi_r3,380.0,6.795543554069279,1.0163172407521817,6.100999999999999
cholesky,mpi,28,cholesky_gpt-5.6-terra-low_mpi_r3,389.0,6.956490638244604,1.0236842105263158,9.0
cholesky,mpi,29,cholesky_gpt-5.6-luna-medium_mpi_r4,404.0,7.224735778536813,1.038560411311054,15.0
cholesky,mpi,30,cholesky_qwen-3.6-27B-udq4_mpi_r3,427.0,7.636044993651532,1.056930693069307,23.0
cholesky,mpi,31,cholesky_gemini-3-pro-preview_mpi_r5,465.0,8.31559934905846,1.088992974238876,38.0
cholesky,mpi,32,cholesky_gpt-5.6-terra-xhigh_mpi_r1,533.0,9.531643985049804,1.146236559139785,68.0
cholesky,mpi,33,cholesky_qwen-3.6-27B-udq4_mpi_r5,573.0,10.24696435916236,1.075046904315197,40.0
cholesky,mpi,34,cholesky_qwen3.7-plus_mpi_r3,607.0,10.854986677158033,1.0593368237347296,34.0
cholesky,mpi,35,cholesky_gpt-5.6-luna-medium_mpi_r5,637.0,11.39147695774245,1.0494233937397035,30.0
cholesky,mpi,36,cholesky_deepseek-v4-flash_mpi_r2,654.0,11.695488116740286,1.0266875981161696,17.0
cholesky,mpi,37,cholesky_gpt-5.6-sol-low_mpi_r2,666.0,11.910084228974052,1.018348623853211,12.0
cholesky,mpi,38,cholesky_gpt-5-mini_mpi_r4,671.58,12.009871421162755,1.0083783783783784,5.580000000000041
cholesky,mpi,39,cholesky_deepseek-v4-flash_mpi_r1,691.0,12.3571594627944,1.0289168825754191,19.41999999999996
cholesky,mpi,40,cholesky_gpt-5.2-codex_mpi_r2,692.0,12.375042472147214,1.0014471780028944,1.0
cholesky,mpi,41,cholesky_gpt-5.2-codex_mpi_r3,702.0,12.553872565675352,1.0144508670520231,10.0
cholesky,mpi,42,cholesky_qwen-3.6-27B-udq4_mpi_r2,713.0,12.750585668556305,1.0156695156695157,11.0
cholesky,mpi,43,cholesky_claude-sonnet-4.5_mpi_r1,714.0,12.76846867790912,1.0014025245441796,1.0
cholesky,mpi,44,cholesky_gpt-5-mini_mpi_r5,716.503,12.813229850319214,1.0035056022408964,2.5030000000000427
cholesky,mpi,45,cholesky_qwen3.7-plus_mpi_r4,719.0,12.857883724673188,1.0034849819191265,2.4969999999999573
cholesky,mpi,46,cholesky_gpt-5.2_mpi_r3,751.0,13.430140023963233,1.0445062586926286,32.0
cholesky,mpi,47,cholesky_gpt-5.2_mpi_r1,757.0,13.537438080080117,1.007989347536618,6.0
cholesky,mpi,48,cholesky_gpt-5.6-terra-medium_mpi_r3,761.0,13.608970117491372,1.0052840158520475,4.0
cholesky,mpi,49,cholesky_gpt-5.6-sol-low_mpi_r3,763.0,13.644736136197,1.002628120893561,2.0
cholesky,mpi,50,cholesky_gpt-5.6-luna-medium_mpi_r3,783.0,14.002396323253278,1.0262123197903015,20.0
cholesky,mpi,51,cholesky_gpt-5.6-terra-low_mpi_r1,783.845,14.017507466156406,1.001079182630907,0.8450000000000273
cholesky,mpi,52,cholesky_gpt-5.6-terra-low_mpi_r4,785.0,14.038162341958905,1.0014735056037865,1.1549999999999727
cholesky,mpi,53,cholesky_gpt-5.6-terra-medium_mpi_r4,854.323,15.277866199324023,1.0883095541401273,69.32299999999998
cholesky,mpi,54,cholesky_gpt-5.6-luna-xhigh_mpi_r1,856.0,15.307856006008691,1.0019629578040157,1.677000000000021
cholesky,mpi,55,cholesky_gpt-5.2_mpi_r5,1113.0,19.903789409681863,1.300233644859813,257.0
cholesky,mpi,56,cholesky_gpt-5.2-codex_mpi_r5,1161.0,20.76217385861693,1.0431266846361187,48.0
cholesky,mpi,57,cholesky_gpt-5.2-codex_mpi_r4,1168.294,20.892612528836356,1.0062825150732129,7.294000000000096
cholesky,mpi,58,cholesky_gpt-5.2-codex_mpi_r1,1176.0,21.030418998909138,1.006595942459689,7.705999999999904
cholesky,mpi,59,cholesky_qwen-3.6-27B-udq4-pi-t_mpi_r5,1236.0,22.10339956007797,1.0510204081632653,60.0
cholesky,mpi,60,cholesky_gpt-5.6-luna-low_mpi_r1,1836.0,32.83320517176631,1.4854368932038835,600.0
cholesky,mpi,61,cholesky_gpt-5.6-luna-medium_mpi_r2,1930.068,34.5154240955668,1.051235294117647,94.06799999999998
cholesky,mpi,62,cholesky_claude-haiku-4.5_mpi_r4,1931.0,34.532091060283626,1.0004828845408555,0.9320000000000164
cholesky,mpi,63,cholesky_deepseek-v4-flash_mpi_r4,2501.61,44.736315027092765,1.2954997410668048,570.6100000000001
cholesky,mpi,64,cholesky_gpt-5.6-luna-medium_mpi_r1,2574.0,46.030866074142956,1.0289373643373667,72.38999999999987
cholesky,mpi,65,cholesky_claude-opus-4.6_mpi_r1,2591.0,46.334877233140794,1.0066045066045066,17.0
cholesky,mpi,66,cholesky_deepseek-v4-flash_mpi_r5,4575.0,81.81476778912356,1.7657275183326901,1984.0
cholesky,omp,1,cholesky_gpt-5.6-sol-xhigh_omp_r2,80.0,1.0,,
cholesky,omp,2,cholesky_gpt-5.6-terra-xhigh_omp_r2,105.0,1.3125,1.3125,25.0
cholesky,omp,3,cholesky_gpt-5.6-sol-xhigh_omp_r5,129.0,1.6125,1.2285714285714286,24.0
cholesky,omp,4,cholesky_gpt-5.6-sol-low_omp_r4,134.0,1.675,1.0387596899224807,5.0
cholesky,omp,5,cholesky_gpt-5.6-sol-medium_omp_r1,134.0,1.675,1.0,0.0
cholesky,omp,6,cholesky_gpt-5.6-terra-xhigh_omp_r4,143.0,1.7875,1.0671641791044777,9.0
cholesky,omp,7,cholesky_gpt-5.6-sol-medium_omp_r5,146.0,1.825,1.020979020979021,3.0
cholesky,omp,8,cholesky_gpt-5.6-terra-xhigh_omp_r5,147.0,1.8375,1.0068493150684932,1.0
cholesky,omp,9,cholesky_gpt-5.6-sol-xhigh_omp_r4,151.0,1.8875,1.0272108843537415,4.0
cholesky,omp,10,cholesky_gpt-5.6-terra-medium_omp_r1,151.0,1.8875,1.0,0.0
cholesky,omp,11,cholesky_gpt-5.6-terra-low_omp_r1,180.0,2.25,1.1920529801324504,29.0
cholesky,omp,12,cholesky_gpt-5.6-sol-medium_omp_r2,183.0,2.2875,1.0166666666666666,3.0
cholesky,omp,13,cholesky_gpt-5.6-terra-xhigh_omp_r1,183.0,2.2875,1.0,0.0
cholesky,omp,14,cholesky_gpt-5.6-sol-medium_omp_r4,202.0,2.525,1.1038251366120218,19.0
cholesky,omp,15,cholesky_claude-opus-4.6_omp_r5,218.0,2.725,1.0792079207920793,16.0
cholesky,omp,16,cholesky_gpt-5.6-luna-xhigh_omp_r3,219.0,2.7375,1.0045871559633028,1.0
cholesky,omp,17,cholesky_gpt-5.6-sol-low_omp_r5,258.0,3.225,1.178082191780822,39.0
cholesky,omp,18,cholesky_gpt-5.2_omp_r2,266.0,3.325,1.0310077519379846,8.0
cholesky,omp,19,cholesky_gpt-5.6-sol-low_omp_r2,268.0,3.35,1.0075187969924813,2.0
cholesky,omp,20,cholesky_claude-opus-4.6_omp_r2,273.0,3.4125,1.0186567164179106,5.0
cholesky,omp,21,cholesky_gpt-5.6-sol-low_omp_r3,284.0,3.55,1.0402930402930404,11.0
cholesky,omp,22,cholesky_gpt-5.6-terra-low_omp_r2,293.0,3.6625,1.0316901408450705,9.0
cholesky,omp,23,cholesky_gpt-5.6-terra-medium_omp_r5,293.0,3.6625,1.0,0.0
cholesky,omp,24,cholesky_gpt-5.6-sol-low_omp_r1,321.0,4.0125,1.0955631399317407,28.0
cholesky,omp,25,cholesky_gpt-5.6-terra-medium_omp_r3,390.0,4.875,1.2149532710280373,69.0
cholesky,omp,26,cholesky_gpt-5.6-luna-low_omp_r4,403.0,5.0375,1.0333333333333334,13.0
cholesky,omp,27,cholesky_gpt-5.6-luna-medium_omp_r5,404.0,5.05,1.0024813895781637,1.0
cholesky,omp,28,cholesky_deepseek-v4-flash_omp_r4,410.0,5.125,1.0148514851485149,6.0
cholesky,omp,29,cholesky_gpt-5.6-luna-xhigh_omp_r5,410.0,5.125,1.0,0.0
cholesky,omp,30,cholesky_deepseek-v4-flash_omp_r5,420.0,5.25,1.024390243902439,10.0
cholesky,omp,31,cholesky_gpt-5.6-terra-low_omp_r3,420.0,5.25,1.0,0.0
cholesky,omp,32,cholesky_qwen3.7-plus_omp_r4,458.0,5.725,1.0904761904761904,38.0
cholesky,omp,33,cholesky_gpt-5.6-sol-medium_omp_r3,459.0,5.7375,1.002183406113537,1.0
cholesky,omp,34,cholesky_gpt-5.6-sol-xhigh_omp_r3,473.0,5.9125,1.0305010893246187,14.0
cholesky,omp,35,cholesky_gpt-5.6-luna-low_omp_r3,515.0,6.4375,1.0887949260042282,42.0
cholesky,omp,36,cholesky_gpt-5-mini_omp_r2,521.0,6.5125,1.0116504854368933,6.0
cholesky,omp,37,cholesky_qwen3.7-plus_omp_r2,533.0,6.6625,1.0230326295585412,12.0
cholesky,omp,38,cholesky_qwen3.7-plus_omp_r1,536.0,6.7,1.0056285178236397,3.0
cholesky,omp,39,cholesky_claude-opus-4.6_omp_r3,557.0,6.9625,1.039179104477612,21.0
cholesky,omp,40,cholesky_gpt-5.6-sol-xhigh_omp_r1,583.504,7.2938,1.0475834829443447,26.50400000000002
cholesky,omp,41,cholesky_gpt-5.6-luna-xhigh_omp_r2,593.0,7.4125,1.0162740958073981,9.495999999999981
cholesky,omp,42,cholesky_qwen-3.6-27B-udq4_omp_r2,614.0,7.675,1.0354131534569984,21.0
cholesky,omp,43,cholesky_qwen-3.6-27B-udq4_omp_r4,618.0,7.725,1.006514657980456,4.0
cholesky,omp,44,cholesky_gpt-5.2-codex_omp_r2,633.0,7.9125,1.0242718446601942,15.0
cholesky,omp,45,cholesky_claude-opus-4.6_omp_r1,636.0,7.95,1.004739336492891,3.0
cholesky,omp,46,cholesky_qwen-3.6-27B-udq4_omp_r1,688.0,8.6,1.0817610062893082,52.0
cholesky,omp,47,cholesky_qwen-3.6-27B-udq4-pi-t_omp_r3,950.0,11.875,1.380813953488372,262.0
cholesky,omp,48,cholesky_claude-sonnet-4.5_omp_r3,951.0,11.8875,1.0010526315789474,1.0
cholesky,omp,49,cholesky_claude-haiku-4.5_omp_r1,954.0,11.925,1.003154574132492,3.0
cholesky,omp,50,cholesky_qwen3.7-plus_omp_r3,957.0,11.9625,1.0031446540880504,3.0
cholesky,omp,51,cholesky_claude-sonnet-4.5_omp_r5,1015.0,12.6875,1.0606060606060606,58.0
cholesky,omp,52,cholesky_qwen3.7-plus_omp_r5,1018.0,12.725,1.0029556650246305,3.0
cholesky,omp,53,cholesky_qwen-3.6-27B-udq4_omp_r3,1140.0,14.25,1.119842829076621,122.0
cholesky,omp,54,cholesky_qwen-3.6-27B-udq4_omp_r5,1306.0,16.325,1.1456140350877193,166.0
cholesky,omp,55,cholesky_claude-haiku-4.5_omp_r2,1571.0,19.6375,1.2029096477794794,265.0
cholesky,omp,56,cholesky_gpt-5.6-luna-xhigh_omp_r1,1973.0,24.6625,1.2558879694462126,402.0
cholesky,omp,57,cholesky_claude-haiku-4.5_omp_r5,2237.0,27.9625,1.1338063862138874,264.0
cholesky,omp,58,cholesky_claude-opus-4.6_omp_r4,2495.0,31.1875,1.1153330353151543,258.0
cholesky,omp,59,cholesky_gpt-5.6-terra-xhigh_omp_r3,2961.0,37.0125,1.1867735470941885,466.0
cholesky,omp,60,cholesky_gpt-5.6-terra-medium_omp_r2,3686.0,46.075,1.2448497129348193,725.0
cholesky,omp,61,cholesky_gpt-5.6-terra-low_omp_r4,6721.0,84.0125,1.8233857840477483,3035.0
cholesky,omp,62,cholesky_gpt-5.2-codex_omp_r1,7202.0,90.025,1.0715667311411992,481.0
floydwarshall,cuda,1,floydwarshall_gpt-5.6-sol-xhigh_cuda_r1,202.0,1.0,,
floydwarshall,cuda,2,floydwarshall_gpt-5.6-sol-medium_cuda_r3,323.0,1.599009900990099,1.599009900990099,121.0
floydwarshall,cuda,3,floydwarshall_gpt-5.6-sol-xhigh_cuda_r3,360.395,1.7841336633663365,1.1157739938080495,37.39499999999998
floydwarshall,cuda,4,floydwarshall_gpt-5.6-sol-xhigh_cuda_r2,377.0,1.8663366336633664,1.0460744460938693,16.605000000000018
floydwarshall,cuda,5,floydwarshall_gpt-5.6-terra-xhigh_cuda_r4,379.0,1.8762376237623761,1.0053050397877985,2.0
floydwarshall,cuda,6,floydwarshall_gpt-5.6-terra-xhigh_cuda_r3,381.228,1.8872673267326734,1.0058786279683378,2.2280000000000086
floydwarshall,cuda,7,floydwarshall_gpt-5.6-sol-xhigh_cuda_r5,393.868,1.9498415841584158,1.033156011625589,12.639999999999986
floydwarshall,cuda,8,floydwarshall_gpt-5.6-sol-xhigh_cuda_r4,441.0,2.1831683168316833,1.1196644561122,47.132000000000005
floydwarshall,cuda,9,floydwarshall_gpt-5.6-terra-xhigh_cuda_r5,448.17,2.2186633663366337,1.0162585034013605,7.170000000000016
floydwarshall,cuda,10,floydwarshall_gpt-5.6-terra-xhigh_cuda_r2,456.113,2.2579851485148517,1.017723185398398,7.942999999999984
floydwarshall,cuda,11,floydwarshall_gpt-5.6-sol-medium_cuda_r2,492.107,2.436173267326733,1.0789146549210393,35.99400000000003
floydwarshall,cuda,12,floydwarshall_gpt-5.6-sol-medium_cuda_r1,538.96,2.6681188118811883,1.0952089687811797,46.85300000000001
floydwarshall,cuda,13,floydwarshall_gpt-5.6-sol-medium_cuda_r4,610.0,3.01980198019802,1.1318094107169363,71.03999999999996
floydwarshall,cuda,14,floydwarshall_gpt-5.6-sol-medium_cuda_r5,619.095,3.0648267326732674,1.0149098360655737,9.095000000000027
floydwarshall,cuda,15,floydwarshall_gpt-5.6-terra-xhigh_cuda_r1,624.159,3.0898960396039605,1.0081796816320596,5.0639999999999645
floydwarshall,cuda,16,floydwarshall_gpt-5.2_cuda_r3,625.705,3.097549504950495,1.0024769329609924,1.5460000000000491
floydwarshall,cuda,17,floydwarshall_claude-opus-4.6_cuda_r4,627.0,3.103960396039604,1.002069665417409,1.294999999999959
floydwarshall,cuda,18,floydwarshall_gpt-5.6-terra-medium_cuda_r1,658.895,3.261856435643564,1.0508692185007975,31.894999999999982
floydwarshall,cuda,19,floydwarshall_claude-opus-4.6_cuda_r5,718.0,3.5544554455445545,1.089703215231562,59.10500000000002
floydwarshall,cuda,20,floydwarshall_gpt-5.6-sol-low_cuda_r5,726.0,3.594059405940594,1.011142061281337,8.0
floydwarshall,cuda,21,floydwarshall_gpt-5.6-luna-xhigh_cuda_r4,760.0,3.762376237623762,1.046831955922865,34.0
floydwarshall,cuda,22,floydwarshall_gpt-5.6-terra-medium_cuda_r3,772.0,3.8217821782178216,1.0157894736842106,12.0
floydwarshall,cuda,23,floydwarshall_gpt-5.6-luna-xhigh_cuda_r5,774.0,3.8316831683168315,1.0025906735751295,2.0
floydwarshall,cuda,24,floydwarshall_gpt-5.6-luna-xhigh_cuda_r1,820.58,4.062277227722772,1.0601808785529716,46.58000000000004
floydwarshall,cuda,25,floydwarshall_gpt-5.2_cuda_r4,825.0,4.084158415841584,1.0053864339857175,4.419999999999959
floydwarshall,cuda,26,floydwarshall_gpt-5.6-sol-low_cuda_r4,881.0,4.361386138613861,1.0678787878787879,56.0
floydwarshall,cuda,27,floydwarshall_gpt-5.6-sol-low_cuda_r1,886.0,4.3861386138613865,1.0056753688989784,5.0
floydwarshall,cuda,28,floydwarshall_gpt-5.2_cuda_r5,919.0,4.5495049504950495,1.0372460496613995,33.0
floydwarshall,cuda,29,floydwarshall_gpt-5.2_cuda_r2,1031.0,5.103960396039604,1.1218715995647444,112.0
floydwarshall,cuda,30,floydwarshall_claude-opus-4.6_cuda_r1,1126.0,5.574257425742574,1.0921435499515033,95.0
floydwarshall,cuda,31,floydwarshall_claude-opus-4.6_cuda_r3,1140.0,5.643564356435643,1.0124333925399644,14.0
floydwarshall,cuda,32,floydwarshall_gemini-3-pro-preview_cuda_r3,1226.0,6.069306930693069,1.075438596491228,86.0
floydwarshall,cuda,33,floydwarshall_gpt-5.6-sol-low_cuda_r3,1254.0,6.207920792079208,1.0228384991843393,28.0
floydwarshall,cuda,34,floydwarshall_claude-opus-4.6_cuda_r2,1289.0,6.381188118811881,1.0279106858054226,35.0
floydwarshall,cuda,35,floydwarshall_gpt-5.2_cuda_r1,1289.99,6.386089108910891,1.000768037238169,0.9900000000000091
floydwarshall,cuda,36,floydwarshall_gpt-5.6-terra-medium_cuda_r4,1364.0,6.752475247524752,1.0573725377716106,74.00999999999999
floydwarshall,cuda,37,floydwarshall_gpt-5.6-terra-medium_cuda_r2,1444.215,7.149579207920792,1.058808651026393,80.21499999999992
floydwarshall,cuda,38,floydwarshall_gpt-5.6-luna-medium_cuda_r4,1480.0,7.326732673267327,1.0247781666857083,35.78500000000008
floydwarshall,cuda,39,floydwarshall_gpt-5.6-luna-xhigh_cuda_r3,1555.0,7.698019801980198,1.0506756756756757,75.0
floydwarshall,cuda,40,floydwarshall_gpt-5.6-terra-low_cuda_r4,1563.0,7.737623762376238,1.005144694533762,8.0
floydwarshall,cuda,41,floydwarshall_gpt-5-mini_cuda_r4,1564.0,7.742574257425742,1.000639795265515,1.0
floydwarshall,cuda,42,floydwarshall_gpt-5.6-terra-low_cuda_r3,1573.0,7.787128712871287,1.0057544757033248,9.0
floydwarshall,cuda,43,floydwarshall_gpt-5.6-luna-medium_cuda_r1,1612.0,7.98019801980198,1.024793388429752,39.0
floydwarshall,cuda,44,floydwarshall_gpt-5.6-luna-xhigh_cuda_r2,1781.0,8.816831683168317,1.1048387096774193,169.0
floydwarshall,cuda,45,floydwarshall_gpt-5.6-terra-low_cuda_r5,2502.0,12.386138613861386,1.4048287478944412,721.0
floydwarshall,cuda,46,floydwarshall_gpt-5.6-luna-medium_cuda_r5,2560.0,12.673267326732674,1.023181454836131,58.0
floydwarshall,cuda,47,floydwarshall_qwen3.7-plus_cuda_r3,2711.0,13.42079207920792,1.058984375,151.0
floydwarshall,cuda,48,floydwarshall_qwen-3.6-27B-udq4-pi-t_cuda_r1,3043.0,15.064356435643564,1.1224640354112874,332.0
floydwarshall,cuda,49,floydwarshall_qwen3.7-plus_cuda_r5,3111.0,15.400990099009901,1.0223463687150838,68.0
floydwarshall,cuda,50,floydwarshall_deepseek-v4-flash_cuda_r5,3381.0,16.737623762376238,1.0867888138862103,270.0
floydwarshall,cuda,51,floydwarshall_gpt-5-mini_cuda_r2,3695.0,18.292079207920793,1.092871931381248,314.0
floydwarshall,cuda,52,floydwarshall_gpt-5.6-luna-low_cuda_r3,3777.0,18.698019801980198,1.022192151556157,82.0
floydwarshall,cuda,53,floydwarshall_gpt-5.2-codex_cuda_r3,3783.0,18.72772277227723,1.0015885623510723,6.0
floydwarshall,cuda,54,floydwarshall_gpt-5.6-terra-low_cuda_r1,4323.102,21.40149504950495,1.1427708168120538,540.1019999999999
floydwarshall,cuda,55,floydwarshall_gpt-5.6-terra-low_cuda_r2,4326.0,21.415841584158414,1.0006703519833675,2.8980000000001382
floydwarshall,cuda,56,floydwarshall_deepseek-v4-flash_cuda_r1,4336.19,21.46628712871287,1.0023555247341653,10.1899999999996
floydwarshall,cuda,57,floydwarshall_deepseek-v4-flash_cuda_r2,4344.0,21.504950495049506,1.0018011203383617,7.8100000000004
floydwarshall,cuda,58,floydwarshall_gpt-5.6-sol-low_cuda_r2,4413.0,21.846534653465348,1.0158839779005524,69.0
floydwarshall,cuda,59,floydwarshall_gpt-5.2-codex_cuda_r4,4555.862,22.553772277227722,1.0323729888964424,142.86200000000008
